hole_cards,preflop_action,position,sample_hand_strength,position_processed,preflop_action_processed
"('6s', '6h')",R,BTN,0.09,3,1
"('7d', 'Ah')",F,MP,0.2,1,0
"('As', 'Th')",R,EP,0.105,0,1
"('Ac', '9d')",F,MP,0.145,1,0
"('Ks', 'Qh')",F,EP,0.115,0,0
"('4s', 'As')",F,CO,0.17,2,0
"('9d', 'Kd')",R,EP,0.145,0,1
"('Qh', 'Qc')",R,EP,0.015,0,1
"('Kc', 'Ts')",F,MP,0.175,1,0
"('Ah', '7s')",F,MP,0.2,1,0
"('Qc', 'Kh')",F,BTN,0.115,3,0
"('As', '8h')",F,EP,0.165,0,0
"('Ad', 'As')",R,MP,0.005,1,1
"('7h', 'Ac')",R,SB,0.2,4,1
"('Ac', '7d')",R,BTN,0.2,3,1
"('Ad', 'Td')",R,SB,0.06,4,1
"('Ks', 'Tc')",R,BTN,0.175,3,1
"('Th', 'Ts')",R,MP,0.025,1,1
"('Ad', 'Kd')",F,MP,0.035,1,0
"('Jd', 'Kd')",R,EP,0.085,0,1
"('5c', '5d')",F,MP,0.145,1,0
"('Jc', 'Tc')",R,EP,0.21,0,1
"('Jh', 'Kd')",F,EP,0.14,0,0
"('Qd', 'Td')",R,MP,0.15,1,1
"('Ac', '8d')",F,MP,0.165,1,0
"('Th', 'Ks')",R,BTN,0.175,3,1
"('8h', '8s')",R,SB,0.035,4,1
"('6s', '6c')",F,EP,0.09,0,0
"('Jc', 'Ks')",R,EP,0.14,0,1
"('Ac', 'Kc')",R,CO,0.035,2,1
"('Js', 'Jh')",R,CO,0.02,2,1
"('Jc', 'Kc')",R,BTN,0.085,3,1
"('5h', 'Ah')",R,SB,0.155,4,1
"('Js', 'Ks')",R,EP,0.085,0,1
"('Ah', '9s')",R,BTN,0.145,3,1
"('Ks', 'Qs')",F,MP,0.07,1,0
"('Jd', 'As')",F,BTN,0.08,3,0
"('Ts', 'Th')",R,CO,0.025,2,1
"('6d', '6h')",F,EP,0.09,0,0
"('Ts', 'Qs')",R,BTN,0.15,3,1
"('Jd', 'Qd')",F,EP,0.12,0,0
"('8d', '8s')",R,MP,0.035,1,1
"('Kc', '8c')",F,EP,0.18,0,0
"('Ah', 'Jh')",F,EP,0.055,0,0
"('Th', 'Td')",F,EP,0.025,0,0
"('Ad', '8h')",F,CO,0.165,2,0
"('Th', 'Ah')",R,MP,0.06,1,1
"('Kh', 'Js')",F,EP,0.14,0,0
"('Ad', '8d')",R,SB,0.105,4,1
"('Ah', 'Ks')",R,BTN,0.05,3,1
"('8s', 'Ks')",F,SB,0.18,4,0
"('Kh', 'Qs')",R,BTN,0.115,3,1
"('Kh', '7h')",F,CO,0.21,2,0
"('8s', 'Ac')",F,MP,0.165,1,0
"('Ac', 'Tc')",R,EP,0.06,0,1
"('Ks', 'Kd')",R,EP,0.01,0,1
"('Ad', 'Qs')",R,SB,0.07,4,1
"('Ah', '2h')",F,MP,0.215,1,0
"('Th', 'As')",F,EP,0.105,0,0
"('Ah', '8d')",F,MP,0.165,1,0
"('Ac', '8s')",F,CO,0.165,2,0
"('Qh', 'Qd')",R,EP,0.015,0,1
"('Jd', 'Qc')",F,MP,0.195,1,0
"('As', '9s')",R,BTN,0.085,3,1
"('Jc', 'Ad')",F,BTN,0.08,3,0
"('Ah', 'Td')",R,SB,0.105,4,1
"('9d', 'Ac')",F,MP,0.145,1,0
"('Jd', 'Ac')",R,MP,0.08,1,1
"('Qd', 'Js')",R,MP,0.195,1,1
"('9h', '9c')",R,MP,0.03,1,1
"('Ad', '9h')",F,MP,0.145,1,0
"('Ad', '6d')",R,MP,0.155,1,1
"('9s', 'Ad')",F,MP,0.145,1,0
"('Ts', 'Ah')",R,EP,0.105,0,1
"('Th', 'Kc')",F,EP,0.175,0,0
"('Kh', 'Qc')",R,BTN,0.115,3,1
"('6h', 'Ah')",R,MP,0.155,1,1
"('9h', 'Qh')",R,CO,0.185,2,1
"('Jc', 'Qc')",R,MP,0.12,1,1
"('Qc', 'As')",R,MP,0.07,1,1
"('Ah', 'Qh')",R,BTN,0.04,3,1
"('Ah', 'Ks')",R,MP,0.05,1,1
"('As', '5s')",F,CO,0.155,2,0
"('Js', 'Jd')",F,CO,0.02,2,0
"('Ah', '5h')",R,SB,0.155,4,1
"('8s', 'As')",R,SB,0.105,4,1
"('Js', 'Kc')",F,MP,0.14,1,0
"('7d', '7h')",R,MP,0.055,1,1
"('9h', '9d')",F,BTN,0.03,3,0
"('Ac', '8d')",F,EP,0.165,0,0
"('Js', 'Ah')",F,EP,0.08,0,0
"('Ad', '8s')",R,BTN,0.165,3,1
"('Ad', '8s')",F,CO,0.165,2,0
"('Qh', 'Ac')",R,EP,0.07,0,1
"('Jh', 'Ks')",F,MP,0.14,1,0
"('7s', 'Ks')",R,BTN,0.21,3,1
"('Js', 'Kd')",F,MP,0.14,1,0
"('As', '9d')",F,MP,0.145,1,0
"('Ad', '6d')",F,EP,0.155,0,0
"('Ah', 'As')",R,MP,0.005,1,1
"('6c', 'Ac')",R,BTN,0.155,3,1
"('Kc', 'Jh')",F,CO,0.14,2,0
"('As', 'Ad')",R,EP,0.005,0,1
"('Qd', 'Qc')",R,CO,0.015,2,1
"('2c', 'Ac')",R,BTN,0.215,3,1
"('Jh', 'Kc')",R,CO,0.14,2,1
"('Ad', '9h')",R,SB,0.145,4,1
"('Ts', 'Kc')",F,BTN,0.175,3,0
"('6d', '6h')",F,MP,0.09,1,0
"('Qc', 'Ac')",R,BTN,0.04,3,1
"('Ad', 'Ac')",R,BTN,0.005,3,1
"('Qd', '9d')",F,SB,0.185,4,0
"('As', 'Ah')",R,EP,0.005,0,1
"('Ac', '8d')",F,EP,0.165,0,0
"('Ah', '7s')",F,CO,0.2,2,0
"('Ah', '9c')",F,CO,0.145,2,0
"('Ad', 'Js')",R,BTN,0.08,3,1
"('Kh', '7h')",R,BTN,0.21,3,1
"('Ac', '9c')",F,BTN,0.085,3,0
"('Ah', 'Kc')",R,MP,0.05,1,1
"('Ks', 'As')",R,MP,0.035,1,1
"('9h', 'Ad')",F,MP,0.145,1,0
"('Qh', '9h')",R,MP,0.185,1,1
"('8d', '8c')",R,MP,0.035,1,1
"('Js', 'Kd')",F,MP,0.14,1,0
"('Qh', 'Jh')",R,MP,0.12,1,1
"('Qd', 'Jh')",F,EP,0.195,0,0
"('Ac', 'Ah')",R,EP,0.005,0,1
"('Ah', '8s')",F,CO,0.165,2,0
"('As', 'Jh')",F,EP,0.08,0,0
"('4d', 'Ad')",F,EP,0.17,0,0
"('Qh', 'Kh')",F,MP,0.07,1,0
"('3d', 'Ad')",R,CO,0.205,2,1
"('Qs', '9s')",R,MP,0.185,1,1
"('Qs', 'As')",R,BTN,0.04,3,1
"('Ac', '5c')",F,EP,0.155,0,0
"('2s', 'As')",R,BTN,0.215,3,1
"('Ts', 'As')",R,SB,0.06,4,1
"('Th', 'Ac')",F,BTN,0.105,3,0
"('Jh', 'Ah')",R,MP,0.055,1,1
"('Kh', '7h')",F,BTN,0.21,3,0
"('9s', 'Ac')",F,EP,0.145,0,0
"('Kh', 'Ad')",R,BTN,0.05,3,1
"('6c', '6s')",R,MP,0.09,1,1
"('Qh', 'Ad')",R,BTN,0.07,3,1
"('As', 'Jc')",R,BTN,0.08,3,1
"('As', '9h')",F,MP,0.145,1,0
"('Kh', 'Tc')",F,BTN,0.175,3,0
"('2d', 'Ad')",R,SB,0.215,4,1
"('Ts', 'Ah')",R,BTN,0.105,3,1
"('4d', 'Ad')",R,SB,0.17,4,1
"('Jd', 'Ah')",F,MP,0.08,1,0
"('Qh', 'Jd')",R,BTN,0.195,3,1
"('Qc', '9c')",R,SB,0.185,4,1
"('Ah', 'Th')",F,EP,0.06,0,0
"('Ks', 'Kd')",R,BTN,0.01,3,1
"('Qh', 'Js')",R,SB,0.195,4,1
"('5c', 'Ac')",F,EP,0.155,0,0
"('Ah', 'Kd')",R,EP,0.05,0,1
"('Ks', 'Tc')",R,SB,0.175,4,1
"('Kh', 'Ks')",R,CO,0.01,2,1
"('Ad', 'Kc')",R,EP,0.05,0,1
"('5c', '5h')",F,MP,0.145,1,0
"('Ks', 'Qh')",F,EP,0.115,0,0
"('Qc', '9c')",F,MP,0.185,1,0
"('Ad', '8h')",F,MP,0.165,1,0
"('4c', 'Ac')",F,EP,0.17,0,0
"('9s', 'Ac')",F,MP,0.145,1,0
"('Kh', 'Qc')",R,MP,0.115,1,1
"('6s', 'As')",F,MP,0.155,1,0
"('Jc', 'Js')",R,EP,0.02,0,1
"('Ks', 'Kc')",R,BTN,0.01,3,1
"('8d', 'Ac')",F,EP,0.165,0,0
"('Tc', 'Kd')",F,EP,0.175,0,0
"('8s', 'Ad')",F,MP,0.165,1,0
"('Td', 'Ah')",R,MP,0.105,1,1
"('9c', '9s')",R,MP,0.03,1,1
"('Qc', 'Tc')",F,MP,0.15,1,0
"('Jd', 'As')",R,CO,0.08,2,1
"('Th', 'Ks')",F,MP,0.175,1,0
"('Ts', 'Kc')",F,SB,0.175,4,0
"('As', '7h')",F,MP,0.2,1,0
"('Ad', '5d')",R,MP,0.155,1,1
"('Ts', 'Js')",F,MP,0.21,1,0
"('Jh', 'Kh')",F,CO,0.085,2,0
"('9d', 'As')",F,EP,0.145,0,0
"('Qh', 'Js')",F,MP,0.195,1,0
"('Kd', 'Qd')",R,MP,0.07,1,1
"('9h', 'Kh')",R,BTN,0.145,3,1
"('Ks', 'Ac')",R,SB,0.05,4,1
"('Kc', 'Ad')",R,MP,0.05,1,1
"('As', '7d')",R,BTN,0.2,3,1
"('Jd', 'Jc')",R,EP,0.02,0,1
"('Js', 'Qs')",R,BTN,0.12,3,1
"('Jh', 'Ac')",F,EP,0.08,0,0
"('8s', 'As')",R,SB,0.105,4,1
"('9d', 'Ah')",F,CO,0.145,2,0
"('Ad', '9d')",F,MP,0.085,1,0
"('Ad', 'Th')",R,MP,0.105,1,1
"('Qh', 'Ks')",R,SB,0.115,4,1
"('Qc', 'Jh')",F,CO,0.195,2,0
"('Kd', 'Jd')",F,CO,0.085,2,0
"('8s', '8c')",R,SB,0.035,4,1
"('Kd', 'Kh')",R,MP,0.01,1,1
"('Ah', 'Qc')",R,MP,0.07,1,1
"('7c', 'As')",R,BTN,0.2,3,1
"('Ah', 'Kd')",R,MP,0.05,1,1
"('Kh', 'Qh')",R,CO,0.07,2,1
"('7d', 'As')",F,MP,0.2,1,0
"('Ks', 'Ad')",R,MP,0.05,1,1
"('Th', 'Ah')",R,MP,0.06,1,1
"('9c', 'Kc')",F,EP,0.145,0,0
"('Qd', 'As')",R,SB,0.07,4,1
"('5c', 'Ac')",F,MP,0.155,1,0
"('Jc', 'Qs')",F,MP,0.195,1,0
"('5h', '5c')",R,MP,0.145,1,1
"('Kc', '7c')",F,CO,0.21,2,0
"('Ah', 'Ts')",F,CO,0.105,2,0
"('Ks', 'Kc')",R,BTN,0.01,3,1
"('Ah', 'Qc')",R,MP,0.07,1,1
"('Th', 'Tc')",R,BTN,0.025,3,1
"('Ac', 'Js')",F,EP,0.08,0,0
"('3d', 'Ad')",F,MP,0.205,1,0
"('7c', 'Ad')",F,MP,0.2,1,0
"('Ah', 'Ks')",F,MP,0.05,1,0
"('Js', 'Ts')",R,MP,0.21,1,1
"('8s', 'Ah')",F,MP,0.165,1,0
"('Js', 'Ac')",R,MP,0.08,1,1
"('Qh', 'Ks')",R,MP,0.115,1,1
"('8h', 'Ac')",F,CO,0.165,2,0
"('7s', 'Ah')",F,CO,0.2,2,0
"('Jc', 'Kh')",F,MP,0.14,1,0
"('Qc', '9c')",F,MP,0.185,1,0
"('Ad', 'Th')",R,CO,0.105,2,1
"('5d', '5h')",R,BTN,0.145,3,1
"('Ac', '7d')",F,EP,0.2,0,0
"('Ks', 'Tc')",F,MP,0.175,1,0
"('Qh', '9h')",R,BTN,0.185,3,1
"('Ac', 'Ad')",R,BTN,0.005,3,1
"('Ah', 'Js')",R,EP,0.08,0,1
"('7s', 'Ad')",F,MP,0.2,1,0
"('Ac', 'Tc')",R,MP,0.06,1,1
"('4s', 'As')",R,EP,0.17,0,1
"('Ah', 'Ac')",R,MP,0.005,1,1
"('5d', '5s')",F,MP,0.145,1,0
"('Ac', '9c')",R,EP,0.085,0,1
"('Kc', 'Kh')",R,SB,0.01,4,1
"('Jd', 'Jc')",R,BTN,0.02,3,1
"('Ac', '9s')",F,CO,0.145,2,0
"('8h', 'Ac')",F,CO,0.165,2,0
"('As', 'Kh')",R,EP,0.05,0,1
"('Ah', 'Kh')",R,MP,0.035,1,1
"('Ac', 'Kh')",R,MP,0.05,1,1
"('Qh', 'Qs')",R,SB,0.015,4,1
"('9c', 'Kc')",R,BTN,0.145,3,1
"('Kc', 'Qc')",F,BTN,0.07,3,0
"('Kh', 'Tc')",F,EP,0.175,0,0
"('Jc', 'Qh')",R,BTN,0.195,3,1
"('Tc', 'Ad')",F,EP,0.105,0,0
"('Jd', 'Qc')",F,EP,0.195,0,0
"('Ac', '7s')",F,EP,0.2,0,0
"('As', 'Qd')",F,CO,0.07,2,0
"('Qc', 'Js')",R,BTN,0.195,3,1
"('6c', '6h')",F,SB,0.09,4,0
"('Qh', '9h')",R,CO,0.185,2,1
"('Kc', 'Td')",F,MP,0.175,1,0
"('Js', 'Kc')",R,BTN,0.14,3,1
"('Jh', 'Jc')",R,CO,0.02,2,1
"('As', '8d')",F,CO,0.165,2,0
"('9h', 'Ah')",R,MP,0.085,1,1
"('9h', 'Kh')",F,MP,0.145,1,0
"('Qd', 'Kd')",R,MP,0.07,1,1
"('Qh', 'Qc')",R,MP,0.015,1,1
"('Ad', 'Qc')",R,CO,0.07,2,1
"('Ac', '8c')",F,CO,0.105,2,0
"('8d', 'Ah')",F,CO,0.165,2,0
"('Kh', 'Jd')",F,EP,0.14,0,0
"('6c', '6s')",F,MP,0.09,1,0
"('Ks', 'Td')",F,MP,0.175,1,0
"('Qd', 'Td')",F,MP,0.15,1,0
"('As', '8d')",F,CO,0.165,2,0
"('As', 'Jd')",R,MP,0.08,1,1
"('Ad', '2d')",F,MP,0.215,1,0
"('9h', '9d')",F,MP,0.03,1,0
"('Ac', 'Tc')",R,CO,0.06,2,1
"('4s', 'As')",R,SB,0.17,4,1
"('Ah', 'Tc')",F,BTN,0.105,3,0
"('Kh', 'Td')",F,MP,0.175,1,0
"('7s', 'Ks')",F,BTN,0.21,3,0
"('Jh', 'Qc')",R,SB,0.195,4,1
"('Ad', '2d')",R,SB,0.215,4,1
"('Jd', 'Jc')",R,BTN,0.02,3,1
"('Jc', 'Kd')",R,SB,0.14,4,1
"('Ad', 'Ah')",R,MP,0.005,1,1
"('Th', 'Tc')",F,CO,0.025,2,0
"('Jc', 'Ks')",R,MP,0.14,1,1
"('8h', '8s')",R,SB,0.035,4,1
"('7d', '7s')",R,MP,0.055,1,1
"('Th', 'Ad')",F,MP,0.105,1,0
"('Qc', 'Qs')",R,MP,0.015,1,1
"('Qc', 'Kh')",F,MP,0.115,1,0
"('Ac', 'Kh')",R,EP,0.05,0,1
"('Qd', 'Qc')",R,MP,0.015,1,1
"('As', 'Ad')",R,MP,0.005,1,1
"('Ks', 'Td')",F,MP,0.175,1,0
"('Jd', 'Qs')",F,EP,0.195,0,0
"('5c', '5s')",R,SB,0.145,4,1
"('Ad', '7h')",F,MP,0.2,1,0
"('Qc', 'As')",R,MP,0.07,1,1
"('Ac', 'Kh')",R,BTN,0.05,3,1
"('Ks', 'As')",R,MP,0.035,1,1
"('8s', 'As')",R,EP,0.105,0,1
"('9d', '9s')",F,MP,0.03,1,0
"('8h', '8d')",F,CO,0.035,2,0
"('2h', 'Ah')",R,MP,0.215,1,1
"('Jh', 'Th')",R,EP,0.21,0,1
"('Jd', 'Qs')",R,BTN,0.195,3,1
"('Jd', 'Ks')",F,EP,0.14,0,0
"('Ah', 'Ac')",R,CO,0.005,2,1
"('Qc', 'Ad')",R,MP,0.07,1,1
"('Ad', '7h')",F,EP,0.2,0,0
"('Ah', 'Kc')",R,MP,0.05,1,1
"('9c', 'As')",R,BTN,0.145,3,1
"('Qs', 'Qh')",R,EP,0.015,0,1
"('9s', 'Ks')",F,BTN,0.145,3,0
"('Jd', 'Kh')",F,MP,0.14,1,0
"('Ad', '7d')",R,SB,0.12,4,1
"('Kc', 'Jh')",F,BTN,0.14,3,0
"('Jd', 'Jh')",R,MP,0.02,1,1
"('8h', 'Ac')",R,MP,0.165,1,1
"('Ts', 'Td')",R,MP,0.025,1,1
"('Ah', '7d')",F,MP,0.2,1,0
"('Ad', 'Ks')",R,MP,0.05,1,1
"('Ks', 'Qc')",F,MP,0.115,1,0
"('Tc', 'Ad')",F,EP,0.105,0,0
"('Th', 'Ad')",F,BTN,0.105,3,0
"('Ah', '9d')",F,EP,0.145,0,0
"('Ah', 'Th')",R,BTN,0.06,3,1
"('Qh', 'Th')",R,MP,0.15,1,1
"('Th', 'As')",F,MP,0.105,1,0
"('Ac', '9s')",F,MP,0.145,1,0
"('Js', 'Jd')",F,EP,0.02,0,0
"('Td', 'Ac')",R,SB,0.105,4,1
"('5s', '5c')",F,MP,0.145,1,0
"('Ah', 'Qc')",R,MP,0.07,1,1
"('Ac', '6c')",R,BTN,0.155,3,1
"('Js', 'Qh')",R,BTN,0.195,3,1
"('Ah', '8s')",F,MP,0.165,1,0
"('9c', 'Kc')",F,MP,0.145,1,0
"('Ks', 'Tc')",F,EP,0.175,0,0
"('Tc', 'Kd')",F,MP,0.175,1,0
"('9h', 'Qh')",F,EP,0.185,0,0
"('Ac', 'Td')",F,MP,0.105,1,0
"('Jd', 'Jh')",R,BTN,0.02,3,1
"('Ah', '5h')",R,SB,0.155,4,1
"('Ah', '9c')",F,MP,0.145,1,0
"('Jc', 'Jd')",R,BTN,0.02,3,1
"('Th', 'Jh')",F,MP,0.21,1,0
"('Js', 'As')",R,CO,0.055,2,1
"('Ks', 'Kh')",R,SB,0.01,4,1
"('Kc', 'As')",R,CO,0.05,2,1
"('Ah', 'Jd')",F,EP,0.08,0,0
"('Tc', 'Kc')",R,EP,0.1,0,1
"('3s', 'As')",R,SB,0.205,4,1
"('8h', '8c')",F,CO,0.035,2,0
"('8h', 'As')",F,MP,0.165,1,0
"('Ad', '5d')",F,MP,0.155,1,0
"('Kh', 'Ac')",F,CO,0.05,2,0
"('Qh', 'Ac')",F,MP,0.07,1,0
"('Kd', '9d')",F,MP,0.145,1,0
"('5h', '5d')",F,BTN,0.145,3,0
"('Ah', '8d')",F,EP,0.165,0,0
"('Qc', 'Kc')",R,EP,0.07,0,1
"('Ks', 'Jc')",F,CO,0.14,2,0
"('Qs', 'Kd')",R,SB,0.115,4,1
"('Jd', 'Jc')",R,SB,0.02,4,1
"('Ad', 'Td')",F,EP,0.06,0,0
"('7c', 'Ad')",F,MP,0.2,1,0
"('2d', 'Ad')",R,BTN,0.215,3,1
"('7s', '7h')",R,CO,0.055,2,1
"('Ac', '7h')",F,BTN,0.2,3,0
"('Qc', 'Ad')",R,MP,0.07,1,1
"('Ah', 'Qh')",R,CO,0.04,2,1
"('8d', 'Ah')",F,EP,0.165,0,0
"('Ts', 'Ks')",F,MP,0.1,1,0
"('As', '8c')",F,MP,0.165,1,0
"('Ah', '9s')",F,CO,0.145,2,0
"('Kd', '8d')",F,EP,0.18,0,0
"('As', '7c')",F,EP,0.2,0,0
"('8c', 'Kc')",F,BTN,0.18,3,0
"('Ac', 'Qh')",R,BTN,0.07,3,1
"('9c', 'Ac')",R,BTN,0.085,3,1
"('Ts', 'Th')",F,EP,0.025,0,0
"('Ad', 'Ks')",R,CO,0.05,2,1
"('Kh', 'Th')",R,SB,0.1,4,1
"('Ad', '7h')",F,CO,0.2,2,0
"('Ad', 'As')",R,MP,0.005,1,1
"('Td', 'Kd')",R,BTN,0.1,3,1
"('Ah', '7c')",R,SB,0.2,4,1
"('Kd', 'Kc')",R,MP,0.01,1,1
"('Ac', 'Jc')",F,MP,0.055,1,0
"('Kh', 'Th')",R,MP,0.1,1,1
"('Ah', 'Jc')",R,BTN,0.08,3,1
"('Ah', '7d')",F,MP,0.2,1,0
"('Ac', 'Qd')",R,MP,0.07,1,1
"('3s', 'As')",R,BTN,0.205,3,1
"('Kh', 'Qs')",R,CO,0.115,2,1
"('Js', 'Qh')",F,MP,0.195,1,0
"('Ah', '9s')",F,EP,0.145,0,0
"('7c', 'Kc')",R,SB,0.21,4,1
"('Qs', 'Ts')",R,BTN,0.15,3,1
"('Ac', '8d')",F,MP,0.165,1,0
"('5s', '5c')",F,MP,0.145,1,0
"('7s', 'Ad')",F,CO,0.2,2,0
"('Ac', '8d')",F,MP,0.165,1,0
"('Kh', 'Td')",F,MP,0.175,1,0
"('9d', 'Ad')",F,BTN,0.085,3,0
"('8d', '8c')",F,MP,0.035,1,0
"('Qs', 'Jh')",R,SB,0.195,4,1
"('Ad', 'Qh')",R,MP,0.07,1,1
"('Ts', 'Kd')",F,MP,0.175,1,0
"('Qs', 'Kc')",F,MP,0.115,1,0
"('Td', 'Ad')",F,MP,0.06,1,0
"('Jh', 'Qs')",F,MP,0.195,1,0
"('Ah', '7d')",F,MP,0.2,1,0
"('Th', 'Kd')",F,MP,0.175,1,0
"('Kd', 'Ts')",F,MP,0.175,1,0
"('As', 'Kd')",R,MP,0.05,1,1
"('Ad', '9s')",F,MP,0.145,1,0
"('Kh', 'Qh')",F,SB,0.07,4,0
"('Qd', 'Td')",R,SB,0.15,4,1
"('Kd', 'Qc')",R,MP,0.115,1,1
"('Ts', 'As')",R,BTN,0.06,3,1
"('2d', 'Ad')",R,SB,0.215,4,1
"('Ac', 'Th')",F,EP,0.105,0,0
"('9c', 'Ah')",F,EP,0.145,0,0
"('9d', 'Ad')",R,BTN,0.085,3,1
"('Tc', 'Kh')",F,MP,0.175,1,0
"('Kh', 'Ah')",F,EP,0.035,0,0
"('9c', '9h')",F,MP,0.03,1,0
"('Jd', 'Ac')",F,MP,0.08,1,0
"('8s', 'Ad')",F,MP,0.165,1,0
"('Kd', '7d')",F,CO,0.21,2,0
"('Kh', '8h')",R,BTN,0.18,3,1
"('Qd', 'Td')",F,EP,0.15,0,0
"('Qc', '9c')",R,MP,0.185,1,1
"('As', '8d')",F,CO,0.165,2,0
"('Ad', '2d')",R,MP,0.215,1,1
"('Td', 'Ah')",F,MP,0.105,1,0
"('Ah', '7c')",R,BTN,0.2,3,1
"('8s', 'Ac')",F,SB,0.165,4,0
"('3d', 'Ad')",F,CO,0.205,2,0
"('Kh', 'Tc')",F,MP,0.175,1,0
"('Ac', 'As')",F,MP,0.005,1,0
"('As', 'Qd')",F,BTN,0.07,3,0
"('Jc', 'Kc')",R,BTN,0.085,3,1
"('7d', 'Ac')",F,EP,0.2,0,0
"('Td', 'Kd')",F,MP,0.1,1,0
"('Ah', 'Qs')",F,EP,0.07,0,0
"('7h', 'Ad')",F,CO,0.2,2,0
"('7c', '7d')",F,MP,0.055,1,0
"('Kd', 'Qd')",R,MP,0.07,1,1
"('Qs', 'As')",R,SB,0.04,4,1
"('Kh', 'Qh')",R,SB,0.07,4,1
"('As', '9s')",R,BTN,0.085,3,1
"('9d', 'Ac')",F,SB,0.145,4,0
"('Ah', 'Kh')",R,MP,0.035,1,1
"('7c', 'Ad')",F,EP,0.2,0,0
"('4s', 'As')",R,MP,0.17,1,1
"('Kd', 'Ah')",R,BTN,0.05,3,1
"('Ts', 'Qs')",R,SB,0.15,4,1
"('Ac', 'Th')",R,EP,0.105,0,1
"('Tc', 'Kd')",R,MP,0.175,1,1
"('Ac', '7h')",F,MP,0.2,1,0
"('Ks', 'Ac')",F,EP,0.05,0,0
"('Js', 'Qs')",R,MP,0.12,1,1
"('Ad', 'Jh')",F,MP,0.08,1,0
"('Kh', '7h')",F,MP,0.21,1,0
"('Jd', 'Js')",F,BTN,0.02,3,0
"('9s', 'Ac')",R,BTN,0.145,3,1
"('Kh', '9h')",F,BTN,0.145,3,0
"('Ad', 'As')",R,EP,0.005,0,1
"('Kd', 'Qs')",R,EP,0.115,0,1
"('7s', 'Ah')",F,CO,0.2,2,0
"('Kc', 'Ah')",R,CO,0.05,2,1
"('9c', 'Qc')",F,CO,0.185,2,0
"('Jh', 'Js')",R,BTN,0.02,3,1
"('Tc', 'Kd')",F,CO,0.175,2,0
"('Qc', 'Jd')",R,SB,0.195,4,1
"('Kd', 'Jd')",R,CO,0.085,2,1
"('Ks', 'Td')",F,MP,0.175,1,0
"('Ad', '3d')",F,CO,0.205,2,0
"('Ac', 'Kh')",R,EP,0.05,0,1
"('Ac', '7d')",F,EP,0.2,0,0
"('Qd', 'Jh')",F,EP,0.195,0,0
"('Ks', '8s')",R,MP,0.18,1,1
"('Jc', 'Qd')",F,EP,0.195,0,0
"('Ad', 'Jh')",R,MP,0.08,1,1
"('Kh', 'Qc')",R,MP,0.115,1,1
"('Js', 'Ad')",F,MP,0.08,1,0
"('Kd', 'Qc')",F,EP,0.115,0,0
"('Qc', 'Ah')",R,EP,0.07,0,1
"('As', '4s')",R,CO,0.17,2,1
"('Ts', 'Tc')",F,MP,0.025,1,0
"('Ah', 'Kd')",R,MP,0.05,1,1
"('Th', 'Kd')",F,CO,0.175,2,0
"('Ks', 'Qs')",R,BTN,0.07,3,1
"('Td', 'Tc')",R,BTN,0.025,3,1
"('Ah', 'Td')",F,CO,0.105,2,0
"('Kd', 'Td')",F,MP,0.1,1,0
"('As', 'Tc')",R,BTN,0.105,3,1
"('Kc', 'Jc')",F,EP,0.085,0,0
"('6h', '6s')",F,MP,0.09,1,0
"('Ah', '8h')",F,EP,0.105,0,0
"('8c', '8d')",R,CO,0.035,2,1
"('Jc', 'Jd')",R,BTN,0.02,3,1
"('Jc', 'Ks')",F,BTN,0.14,3,0
"('6h', '6s')",R,EP,0.09,0,1
"('Ad', 'Kc')",R,BTN,0.05,3,1
"('Ad', 'Ah')",R,CO,0.005,2,1
"('Qd', 'Qc')",R,SB,0.015,4,1
"('Ac', 'Js')",R,BTN,0.08,3,1
"('7h', 'Kh')",F,BTN,0.21,3,0
"('Ac', '9h')",F,MP,0.145,1,0
"('7d', 'As')",F,MP,0.2,1,0
"('8d', 'Ah')",R,SB,0.165,4,1
"('Ac', '7s')",F,CO,0.2,2,0
"('7h', 'As')",F,EP,0.2,0,0
"('Ac', '8d')",F,CO,0.165,2,0
"('Kh', 'Qh')",F,MP,0.07,1,0
"('Qh', 'Qc')",F,CO,0.015,2,0
"('6d', '6h')",R,MP,0.09,1,1
"('Ad', 'Ac')",R,BTN,0.005,3,1
"('Qd', 'Ah')",F,EP,0.07,0,0
"('7d', '7c')",R,BTN,0.055,3,1
"('Ac', '8d')",F,CO,0.165,2,0
"('7s', 'Ks')",F,MP,0.21,1,0
"('Ac', 'Qc')",R,CO,0.04,2,1
"('Jc', 'Qh')",R,MP,0.195,1,1
"('3d', 'Ad')",R,CO,0.205,2,1
"('Kd', '7d')",F,EP,0.21,0,0
"('2s', 'As')",F,EP,0.215,0,0
"('Jh', 'Qs')",F,CO,0.195,2,0
"('Th', 'Qh')",R,SB,0.15,4,1
"('8c', 'Kc')",R,MP,0.18,1,1
"('Ac', 'Qd')",R,CO,0.07,2,1
"('As', '9h')",F,EP,0.145,0,0
"('4d', 'Ad')",R,EP,0.17,0,1
"('As', '6s')",R,MP,0.155,1,1
"('Th', 'Tc')",R,MP,0.025,1,1
"('Qc', 'As')",F,EP,0.07,0,0
"('8s', 'Ah')",F,MP,0.165,1,0
"('Ac', '8c')",F,MP,0.105,1,0
"('Jd', 'Kc')",F,CO,0.14,2,0
"('Ah', '8s')",F,CO,0.165,2,0
"('Qd', 'Jd')",R,CO,0.12,2,1
"('7d', '7h')",F,EP,0.055,0,0
"('Ac', '9h')",F,MP,0.145,1,0
